5.4,Peshawar Zalmi,Mohammad Hafeez,DR Smith,Mohammad Irfan,0,0,2,Dubai International Cricket Stadium,28,Multan Sultans,151
5.5,Peshawar Zalmi,Mohammad Hafeez,DR Smith,Mohammad Irfan,0,0,2,Dubai International Cricket Stadium,28,Multan Sultans,151
5.6,Peshawar Zalmi,Mohammad Hafeez,DR Smith,Mohammad Irfan,1,0,2,Dubai International Cricket Stadium,29,Multan Sultans,151
6.1,Peshawar Zalmi,Mohammad Hafeez,DR Smith,Junaid Khan,0,0,2,Dubai International Cricket Stadium,29,Multan Sultans,151
6.2,Peshawar Zalmi,Mohammad Hafeez,DR Smith,Junaid Khan,0,0,2,Dubai International Cricket Stadium,29,Multan Sultans,151
6.3,Peshawar Zalmi,Mohammad Hafeez,DR Smith,Junaid Khan,0,0,2,Dubai International Cricket Stadium,29,Multan Sultans,151
6.4,Peshawar Zalmi,Mohammad Hafeez,DR Smith,Junaid Khan,2,0,2,Dubai International Cricket Stadium,31,Multan Sultans,151
6.5,Peshawar Zalmi,Mohammad Hafeez,DR Smith,Junaid Khan,1,0,2,Dubai International Cricket Stadium,32,Multan Sultans,151
6.6,Peshawar Zalmi,DR Smith,Mohammad Hafeez,Junaid Khan,1,0,2,Dubai International Cricket Stadium,33,Multan Sultans,151
7.1,Peshawar Zalmi,DR Smith,Mohammad Hafeez,Imran Tahir,0,0,2,Dubai International Cricket Stadium,33,Multan Sultans,151
7.2,Peshawar Zalmi,DR Smith,Mohammad Hafeez,Imran Tahir,0,0,2,Dubai International Cricket Stadium,33,Multan Sultans,151
7.3,Peshawar Zalmi,DR Smith,Mohammad Hafeez,Imran Tahir,6,0,2,Dubai International Cricket Stadium,39,Multan Sultans,151
7.4,Peshawar Zalmi,DR Smith,Mohammad Hafeez,Imran Tahir,0,0,2,Dubai International Cricket Stadium,39,Multan Sultans,151
7.5,Peshawar Zalmi,DR Smith,Mohammad Hafeez,Imran Tahir,2,0,2,Dubai International Cricket Stadium,41,Multan Sultans,151
7.6,Peshawar Zalmi,DR Smith,Mohammad Hafeez,Imran Tahir,2,0,2,Dubai International Cricket Stadium,43,Multan Sultans,151
8.1,Peshawar Zalmi,Mohammad Hafeez,DR Smith,GC Viljoen,1,0,2,Dubai International Cricket Stadium,44,Multan Sultans,151
8.2,Peshawar Zalmi,DR Smith,Mohammad Hafeez,GC Viljoen,1,0,2,Dubai International Cricket Stadium,45,Multan Sultans,151
8.3,Peshawar Zalmi,Mohammad Hafeez,DR Smith,GC Viljoen,0,0,2,Dubai International Cricket Stadium,45,Multan Sultans,151
8.4,Peshawar Zalmi,Mohammad Hafeez,DR Smith,GC Viljoen,1,0,2,Dubai International Cricket Stadium,46,Multan Sultans,151
